"No."	"Monoisotopic_Mass"	"Sum_Intensity"	"Number_of_Charge_States"	"Average_Charge"	"Delta_Mass"	"Relative_Abundance"	"Fractional_Abundance"	"RT_Range"	"sample"	"earp"	"efp"	"target_mass"
1	7419.82	"35617.360000000001"	"3"	"7.8135423414344842"	"0"	3.07046265129464	1.50874813455432	"0.484"	"nico_plus"	"plus"	"nico"	22225.4235
2	16648.3086	"68247.240000000005"	"5"	"19.5956189479244"	"9228.4886000000006"	5.88338387443487	2.89094688765481	"0.484"	"nico_plus"	"plus"	"nico"	22225.4235
3	21540.9943	"67833.160000000003"	"5"	"22.680865812667324"	"14121.174299999999"	5.8476873159407	2.87340649646478	"0.484"	"nico_plus"	"plus"	"nico"	22225.4235
4	22224.5	"147993.22"	"8"	"21.776379524032595"	"14804.68"	12.7580386265246	6.26897935730461	"0.484"	"nico_plus"	"plus"	"nico"	22225.4235
5	22225.5026	"1159999.78"	"18"	"23.135192247913597"	"14805.6826"	100	49.1374853205971	"0.484"	"nico_plus"	"plus"	"nico"	22225.4235
6	22240.4823	"116620.03"	"5"	"24.013884724031513"	"14820.6623"	10.0534527687583	4.94001387846176	"0.484"	"nico_plus"	"plus"	"nico"	22225.4235
7	22241.4886	"120845.91"	"7"	"24.991450126590646"	"14821.668600000001"	10.4177528378497	5.11902177143447	"0.484"	"nico_plus"	"plus"	"nico"	22225.4235
8	22256.473	"68951.190000000002"	"4"	"24.235933622887394"	"14836.653000000002"	5.94406923077175	2.9207661457166	"0.484"	"nico_plus"	"plus"	"nico"	22225.4235
9	22258.4799	"187842.07000000001"	"9"	"24.536074932189742"	"14838.659899999999"	16.193284967692	7.9569730239221	"0.484"	"nico_plus"	"plus"	"nico"	22225.4235
10	22271.4651	"50096.849999999999"	"5"	"26.838082941793139"	"14851.645100000002"	4.31869478458005	2.12209801581441	"0.484"	"nico_plus"	"plus"	"nico"	22225.4235
11	22272.4682	"112078.37"	"6"	"23.5782851654299"	"14852.6482"	9.66193028071092	4.74762957337065	"0.484"	"nico_plus"	"plus"	"nico"	22225.4235
12	22284.4457	"75390.800000000003"	"6"	"23.603129530038768"	"14864.625700000001"	6.49920812916016	3.19354744042113	"0.484"	"nico_plus"	"plus"	"nico"	22225.4235
13	22300.4591	"51821"	"5"	"25.659512751869016"	"14880.6391"	4.46732843345884	2.1951328532137	"0.484"	"nico_plus"	"plus"	"nico"	22225.4235
14	22307.4832	"48423.489999999998"	"5"	"23.904989751613943"	"14887.663199999999"	4.17443958480751	2.05121463820198	"0.484"	"nico_plus"	"plus"	"nico"	22225.4235
15	22322.4302	"28657.060000000001"	"4"	"24.704622759386432"	"14902.610199999999"	2.47043667542764	1.21391045874291	"0.484"	"nico_plus"	"plus"	"nico"	22225.4235
